path,label,label_name,split,source_split,base_image,src_file,bbox,conf,origin,domain
alive/alive_train_image--10-_18_001.jpg,0,alive,test,train,image--10-,image--10-_jpg.rf.068c1ec717821c9ebe4cb93adb888544.jpg,"[226.3, 0.2, 356.3, 49.2]",0.4403,bird_det,closeup
alive/alive_train_image--10-_22_000.jpg,0,alive,test,train,image--10-,image--10-_jpg.rf.65b7521e6263ab32d74181aadf039b47.jpg,"[11.1, 0.2, 202.7, 141.1]",0.8117,bird_det,closeup
alive/alive_train_image--10-_22_001.jpg,0,alive,test,train,image--10-,image--10-_jpg.rf.65b7521e6263ab32d74181aadf039b47.jpg,"[227.3, 0.1, 362.7, 48.5]",0.6501,bird_det,closeup
alive/alive_train_image--10-_22_002.jpg,0,alive,test,train,image--10-,image--10-_jpg.rf.65b7521e6263ab32d74181aadf039b47.jpg,"[0.1, 95.1, 51.8, 201.7]",0.3586,bird_det,closeup
alive/alive_train_image--10-_22_003.jpg,0,alive,test,train,image--10-,image--10-_jpg.rf.65b7521e6263ab32d74181aadf039b47.jpg,"[0.1, 1.0, 55.4, 201.9]",0.28,bird_det,closeup
alive/alive_train_image--29-_14_001.jpg,0,alive,test,train,image--29-,image--29-_jpg.rf.162a4a55a7536f8d206f49aae5e7dadb.jpg,"[11.9, 4.3, 124.8, 302.0]",0.3596,bird_det,closeup
alive/alive_train_image--29-_63_000.jpg,0,alive,test,train,image--29-,image--29-_jpg.rf.d88a7ccc7c69715cb9fa32dddef45f39.jpg,"[0.9, 3.3, 116.5, 313.4]",0.7594,bird_det,closeup
dead/dead_train_image--10-_16_00.jpg,1,dead,test,train,image--10-,image--10-_jpg.rf.0fc7ca9f0632e93027f98bd739ccbe66.jpg,"[36, 124, 416, 336.5]",1.0,coco_gt,closeup
dead/dead_train_image--10-_18_00.jpg,1,dead,test,train,image--10-,image--10-_jpg.rf.068c1ec717821c9ebe4cb93adb888544.jpg,"[65, 146, 411, 339]",1.0,coco_gt,closeup
dead/dead_train_image--10-_22_00.jpg,1,dead,test,train,image--10-,image--10-_jpg.rf.65b7521e6263ab32d74181aadf039b47.jpg,"[60, 143, 416, 343]",1.0,coco_gt,closeup
dead/dead_train_image--15-_0_00.jpg,1,dead,test,train,image--15-,image--15-_jpg.rf.346fe1c1f3772b948a915c7240ef0568.jpg,"[84, 21, 372.5, 415.5]",1.0,coco_gt,closeup
dead/dead_train_image--15-_34_00.jpg,1,dead,test,train,image--15-,image--15-_jpg.rf.9851fe5e5109d8d40027faa9392d5495.jpg,"[77, 20, 345.5, 402.5]",1.0,coco_gt,closeup
dead/dead_train_image--15-_67_00.jpg,1,dead,test,train,image--15-,image--15-_jpg.rf.d9f80e85b048b5964e8b242910d33ce6.jpg,"[60, 0, 350, 410]",1.0,coco_gt,closeup
dead/dead_train_image--19-_23_00.jpg,1,dead,test,train,image--19-,image--19-_jpg.rf.7a78a567ff7d125589d288181f59dc4f.jpg,"[75, 182, 327.5, 354.5]",1.0,coco_gt,closeup
dead/dead_train_image--19-_40_00.jpg,1,dead,test,train,image--19-,image--19-_jpg.rf.9b1e99f0d3f889fce544671d2f76e822.jpg,"[79, 170, 317, 333.5]",1.0,coco_gt,closeup
dead/dead_train_image--19-_5_00.jpg,1,dead,test,train,image--19-,image--19-_jpg.rf.36a9a2d5d0dd4d5a9f8ec15704a46cd5.jpg,"[81, 159, 329, 329.5]",1.0,coco_gt,closeup
dead/dead_train_image--29-_14_00.jpg,1,dead,test,train,image--29-,image--29-_jpg.rf.162a4a55a7536f8d206f49aae5e7dadb.jpg,"[129, 149, 322, 402.5]",1.0,coco_gt,closeup
dead/dead_train_image--29-_46_00.jpg,1,dead,test,train,image--29-,image--29-_jpg.rf.c103a711a3f6134fb6ef3c1eb986fcd4.jpg,"[98, 172, 305.5, 414.5]",1.0,coco_gt,closeup
dead/dead_train_image--29-_63_00.jpg,1,dead,test,train,image--29-,image--29-_jpg.rf.d88a7ccc7c69715cb9fa32dddef45f39.jpg,"[120, 151, 316, 408.5]",1.0,coco_gt,closeup
dead/dead_train_image--30-_2_00.jpg,1,dead,test,train,image--30-,image--30-_jpg.rf.47d65169006f22e4a920c73f708c79c4.jpg,"[51, 193, 203, 344]",1.0,coco_gt,closeup
dead/dead_train_image--30-_42_00.jpg,1,dead,test,train,image--30-,image--30-_jpg.rf.824ddb8a7faeaaecf900a9b25c235f13.jpg,"[47, 206, 214, 372]",1.0,coco_gt,closeup
dead/dead_train_image--30-_69_00.jpg,1,dead,test,train,image--30-,image--30-_jpg.rf.f85f65755131d31f05a9ee4bfb697091.jpg,"[49, 197, 205.5, 353]",1.0,coco_gt,closeup
dead/dead_train_image--38-_26_00.jpg,1,dead,test,train,image--38-,image--38-_jpg.rf.939b62167888fc77692a33939f0083f8.jpg,"[51, 116, 172, 357.5]",1.0,coco_gt,closeup
dead/dead_train_image--38-_26_01.jpg,1,dead,test,train,image--38-,image--38-_jpg.rf.939b62167888fc77692a33939f0083f8.jpg,"[175, 73, 272.5, 322]",1.0,coco_gt,closeup
dead/dead_train_image--38-_26_02.jpg,1,dead,test,train,image--38-,image--38-_jpg.rf.939b62167888fc77692a33939f0083f8.jpg,"[270, 36, 407.5, 243]",1.0,coco_gt,closeup
dead/dead_train_image--38-_49_00.jpg,1,dead,test,train,image--38-,image--38-_jpg.rf.ba8df07e93dc488c738375a978c6758b.jpg,"[44, 120, 167, 365.5]",1.0,coco_gt,closeup
dead/dead_train_image--38-_49_01.jpg,1,dead,test,train,image--38-,image--38-_jpg.rf.ba8df07e93dc488c738375a978c6758b.jpg,"[170, 76, 269.5, 329.5]",1.0,coco_gt,closeup
dead/dead_train_image--38-_49_02.jpg,1,dead,test,train,image--38-,image--38-_jpg.rf.ba8df07e93dc488c738375a978c6758b.jpg,"[268, 39, 408, 250]",1.0,coco_gt,closeup
dead/dead_train_image--38-_4_00.jpg,1,dead,test,train,image--38-,image--38-_jpg.rf.5da5ec1d918a74d379c6f36e78d42ca5.jpg,"[29, 98, 155.5, 350.5]",1.0,coco_gt,closeup
