path,label,label_name,split,source_split,base_image,src_file,bbox,conf,origin,domain
alive/alive_pio_C-W4-0108_000.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[1323.0, 400.0, 1389.0, 522.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W4-0108_001.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[1223.0, 146.0, 1332.0, 220.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W4-0108_002.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[962.0, 242.0, 1056.0, 347.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W4-0108_003.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[1219.0, 819.0, 1297.0, 940.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W4-0108_005.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[1357.0, 164.0, 1442.0, 231.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W4-0108_006.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[1483.0, 820.0, 1560.0, 932.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W4-0108_007.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[894.0, 329.0, 1000.0, 426.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W4-0108_008.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[345.0, 579.0, 431.0, 673.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W4-0108_009.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[1484.0, 392.0, 1560.0, 468.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W4-0108_010.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[544.0, 568.0, 657.0, 652.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W4-0108_011.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[349.0, 334.0, 413.0, 443.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W4-0108_012.jpg,0,alive,test,pio,pio_C-W4-0108,C-W4-0108.jpg,"[1249.0, 373.0, 1326.0, 503.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_000.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[608.0, 280.0, 740.0, 450.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_001.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[296.0, 321.0, 426.0, 446.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_002.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[1098.0, 952.0, 1215.0, 1079.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_003.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[1489.0, 742.0, 1584.0, 904.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_004.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[1315.0, 932.0, 1456.0, 1046.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_005.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[1694.0, 32.0, 1789.0, 132.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_006.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[889.0, 27.0, 989.0, 165.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_007.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[341.0, 675.0, 494.0, 807.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_008.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[1511.0, 548.0, 1632.0, 726.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_009.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[1218.0, 921.0, 1329.0, 1066.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_010.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[1593.0, 750.0, 1718.0, 908.0]",1.0,pio_gt,cctv
alive/alive_pio_C-W6-0052_011.jpg,0,alive,test,pio,pio_C-W6-0052,C-W6-0052.jpg,"[1533.0, 461.0, 1647.0, 573.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W2-0017_000.jpg,0,alive,test,pio,pio_P-W2-0017,P-W2-0017.jpg,"[1351.1, 253.9, 1425.6, 312.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W2-0017_001.jpg,0,alive,test,pio,pio_P-W2-0017,P-W2-0017.jpg,"[1085.2, 523.7, 1154.7, 591.5]",1.0,pio_gt,cctv
alive/alive_pio_P-W2-0017_002.jpg,0,alive,test,pio,pio_P-W2-0017,P-W2-0017.jpg,"[1417.0, 575.6, 1496.3, 629.7]",1.0,pio_gt,cctv
alive/alive_pio_P-W2-0017_003.jpg,0,alive,test,pio,pio_P-W2-0017,P-W2-0017.jpg,"[1169.0, 432.3, 1252.2, 488.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W2-0017_005.jpg,0,alive,test,pio,pio_P-W2-0017,P-W2-0017.jpg,"[1425.3, 435.7, 1477.9, 500.4]",1.0,pio_gt,cctv
alive/alive_pio_P-W2-0017_006.jpg,0,alive,test,pio,pio_P-W2-0017,P-W2-0017.jpg,"[1231.9, 381.3, 1296.7, 445.2]",1.0,pio_gt,cctv
alive/alive_pio_P-W2-0017_009.jpg,0,alive,test,pio,pio_P-W2-0017,P-W2-0017.jpg,"[1386.0, 998.5, 1457.6, 1052.3]",1.0,pio_gt,cctv
alive/alive_pio_P-W2-0017_010.jpg,0,alive,test,pio,pio_P-W2-0017,P-W2-0017.jpg,"[1522.4, 433.9, 1577.4, 494.2]",1.0,pio_gt,cctv
alive/alive_pio_P-W2-0017_011.jpg,0,alive,test,pio,pio_P-W2-0017,P-W2-0017.jpg,"[1300.1, 350.0, 1353.5, 425.1]",1.0,pio_gt,cctv
alive/alive_pio_P-W2-0017_012.jpg,0,alive,test,pio,pio_P-W2-0017,P-W2-0017.jpg,"[1264.2, 884.7, 1342.9, 935.6]",1.0,pio_gt,cctv
alive/alive_pio_P-W2-0017_013.jpg,0,alive,test,pio,pio_P-W2-0017,P-W2-0017.jpg,"[1065.5, 213.4, 1133.4, 266.6]",1.0,pio_gt,cctv
alive/alive_pio_P-W3-0007_000.jpg,0,alive,test,pio,pio_P-W3-0007,P-W3-0007.jpg,"[1550.3, 505.8, 1616.0, 629.9]",1.0,pio_gt,cctv
alive/alive_pio_P-W3-0007_001.jpg,0,alive,test,pio,pio_P-W3-0007,P-W3-0007.jpg,"[1149.4, 779.4, 1257.5, 855.6]",1.0,pio_gt,cctv
alive/alive_pio_P-W3-0007_002.jpg,0,alive,test,pio,pio_P-W3-0007,P-W3-0007.jpg,"[1270.0, 904.9, 1363.9, 980.3]",1.0,pio_gt,cctv
alive/alive_pio_P-W3-0007_003.jpg,0,alive,test,pio,pio_P-W3-0007,P-W3-0007.jpg,"[1503.1, 440.5, 1564.6, 542.2]",1.0,pio_gt,cctv
alive/alive_pio_P-W3-0007_004.jpg,0,alive,test,pio,pio_P-W3-0007,P-W3-0007.jpg,"[1028.3, 770.9, 1128.9, 848.1]",1.0,pio_gt,cctv
alive/alive_pio_P-W3-0007_005.jpg,0,alive,test,pio,pio_P-W3-0007,P-W3-0007.jpg,"[1219.0, 234.6, 1285.1, 381.5]",1.0,pio_gt,cctv
alive/alive_pio_P-W3-0007_006.jpg,0,alive,test,pio,pio_P-W3-0007,P-W3-0007.jpg,"[1106.1, 530.5, 1187.2, 641.5]",1.0,pio_gt,cctv
alive/alive_pio_P-W3-0007_007.jpg,0,alive,test,pio,pio_P-W3-0007,P-W3-0007.jpg,"[1366.4, 410.7, 1451.9, 486.3]",1.0,pio_gt,cctv
alive/alive_pio_P-W3-0007_009.jpg,0,alive,test,pio,pio_P-W3-0007,P-W3-0007.jpg,"[1501.2, 963.0, 1589.4, 1029.1]",1.0,pio_gt,cctv
alive/alive_pio_P-W3-0007_010.jpg,0,alive,test,pio,pio_P-W3-0007,P-W3-0007.jpg,"[1396.1, 976.9, 1472.5, 1043.2]",1.0,pio_gt,cctv
alive/alive_pio_P-W3-0007_011.jpg,0,alive,test,pio,pio_P-W3-0007,P-W3-0007.jpg,"[1607.8, 566.9, 1661.9, 664.3]",1.0,pio_gt,cctv
alive/alive_pio_P-W4-0004_000.jpg,0,alive,test,pio,pio_P-W4-0004,P-W4-0004.jpg,"[569.0, 135.0, 684.0, 229.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W4-0004_001.jpg,0,alive,test,pio,pio_P-W4-0004,P-W4-0004.jpg,"[324.0, 582.0, 417.0, 653.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W4-0004_002.jpg,0,alive,test,pio,pio_P-W4-0004,P-W4-0004.jpg,"[391.0, 431.0, 469.0, 555.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W4-0004_003.jpg,0,alive,test,pio,pio_P-W4-0004,P-W4-0004.jpg,"[289.0, 609.0, 360.0, 683.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W4-0004_004.jpg,0,alive,test,pio,pio_P-W4-0004,P-W4-0004.jpg,"[521.0, 100.0, 613.0, 176.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W4-0004_005.jpg,0,alive,test,pio,pio_P-W4-0004,P-W4-0004.jpg,"[611.0, 8.0, 693.0, 135.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W4-0004_007.jpg,0,alive,test,pio,pio_P-W4-0004,P-W4-0004.jpg,"[459.0, 481.0, 563.0, 609.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W4-0004_008.jpg,0,alive,test,pio,pio_P-W4-0004,P-W4-0004.jpg,"[506.0, 6.0, 610.0, 80.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W4-0004_009.jpg,0,alive,test,pio,pio_P-W4-0004,P-W4-0004.jpg,"[319.0, 449.0, 396.0, 553.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W4-0004_010.jpg,0,alive,test,pio,pio_P-W4-0004,P-W4-0004.jpg,"[539.0, 365.0, 633.0, 484.0]",1.0,pio_gt,cctv
alive/alive_pio_P-W4-0004_011.jpg,0,alive,test,pio,pio_P-W4-0004,P-W4-0004.jpg,"[365.0, 310.0, 458.0, 374.0]",1.0,pio_gt,cctv
dead/dead_train_image--12-_32_00.jpg,1,dead,test,train,image--12-,image--12-_jpg.rf.942402ffc4b66eb3d295f107d27f4a94.jpg,"[43, 37, 405.5, 330]",1.0,coco_gt,closeup
dead/dead_train_image--12-_68_00.jpg,1,dead,test,train,image--12-,image--12-_jpg.rf.f3fbb8b74db6ac707b58229ee5236933.jpg,"[44, 36, 403.5, 325.5]",1.0,coco_gt,closeup
dead/dead_train_image--12-_8_00.jpg,1,dead,test,train,image--12-,image--12-_jpg.rf.47c642b4b80d6af399d084431b5dfeea.jpg,"[23, 14, 415, 336]",1.0,coco_gt,closeup
dead/dead_train_image--15-_0_00.jpg,1,dead,test,train,image--15-,image--15-_jpg.rf.346fe1c1f3772b948a915c7240ef0568.jpg,"[84, 21, 372.5, 415.5]",1.0,coco_gt,closeup
dead/dead_train_image--15-_34_00.jpg,1,dead,test,train,image--15-,image--15-_jpg.rf.9851fe5e5109d8d40027faa9392d5495.jpg,"[77, 20, 345.5, 402.5]",1.0,coco_gt,closeup
dead/dead_train_image--15-_67_00.jpg,1,dead,test,train,image--15-,image--15-_jpg.rf.d9f80e85b048b5964e8b242910d33ce6.jpg,"[60, 0, 350, 410]",1.0,coco_gt,closeup
dead/dead_train_image--24-_20_00.jpg,1,dead,test,train,image--24-,image--24-_jpg.rf.64b6cf6a8ff6912137180e00ac67facc.jpg,"[69, 17, 411, 414]",1.0,coco_gt,closeup
dead/dead_train_image--24-_7_00.jpg,1,dead,test,train,image--24-,image--24-_jpg.rf.3c55c146aff8e1d07d20d2f9f6637d17.jpg,"[83, 12, 414, 413.5]",1.0,coco_gt,closeup
dead/dead_train_image--24-_9_00.jpg,1,dead,test,train,image--24-,image--24-_jpg.rf.4e5e25d8c66cc81547371101eddc2a65.jpg,"[73, 19, 414.5, 413.5]",1.0,coco_gt,closeup
dead/dead_train_image--29-_14_00.jpg,1,dead,test,train,image--29-,image--29-_jpg.rf.162a4a55a7536f8d206f49aae5e7dadb.jpg,"[129, 149, 322, 402.5]",1.0,coco_gt,closeup
