path,label,label_name,split,source_split,base_image,src_file,bbox,conf,origin,domain
hidup/hen_f0022_22410318-7794335-Dead_chickens_were_also_seen_in_the_barn_right_along_with_chicke-a-33_1576939265400_jpg.rf.1dd2ab91032d6a835b26d868519e6e76_00.jpg,0,hidup,train,train,hen_f0022,train/22410318-7794335-Dead_chickens_were_also_seen_in_the_barn_right_along_with_chicke-a-33_1576939265400_jpg.rf.1dd2ab91032d6a835b26d868519e6e76.jpg,"[119, 109, 318, 402]",1.0,hen_gt,hen_kandang
hidup/hen_f0047_scene00761_png_jpg.rf.26bd857185daab0f6450df267926dcfd_00.jpg,0,hidup,train,train,hen_f0047,train/scene00761_png_jpg.rf.26bd857185daab0f6450df267926dcfd.jpg,"[35, 145, 107, 270]",1.0,hen_gt,hen_kandang
hidup/hen_f0047_scene00761_png_jpg.rf.26bd857185daab0f6450df267926dcfd_01.jpg,0,hidup,train,train,hen_f0047,train/scene00761_png_jpg.rf.26bd857185daab0f6450df267926dcfd.jpg,"[235, 136, 318, 320]",1.0,hen_gt,hen_kandang
hidup/hen_f0058_scene00701_png_jpg.rf.9554505739e5c60280a3a6e6a191840e_00.jpg,0,hidup,train,train,hen_f0058,train/scene00701_png_jpg.rf.9554505739e5c60280a3a6e6a191840e.jpg,"[35, 145, 107, 270]",1.0,hen_gt,hen_kandang
hidup/hen_f0058_scene00701_png_jpg.rf.9554505739e5c60280a3a6e6a191840e_01.jpg,0,hidup,train,train,hen_f0058,train/scene00701_png_jpg.rf.9554505739e5c60280a3a6e6a191840e.jpg,"[235, 136, 318, 320]",1.0,hen_gt,hen_kandang
hidup/hen_f0058_scene00701_png_jpg.rf.9554505739e5c60280a3a6e6a191840e_02.jpg,0,hidup,train,train,hen_f0058,train/scene00701_png_jpg.rf.9554505739e5c60280a3a6e6a191840e.jpg,"[221, 1, 300, 142]",1.0,hen_gt,hen_kandang
hidup/hen_f0058_scene00701_png_jpg.rf.9554505739e5c60280a3a6e6a191840e_03.jpg,0,hidup,train,train,hen_f0058,train/scene00701_png_jpg.rf.9554505739e5c60280a3a6e6a191840e.jpg,"[0, 118, 35, 250]",1.0,hen_gt,hen_kandang
hidup/hen_f0067_scene00541_png_jpg.rf.08289c3abf1d440213bf3b0a97f77a9c_00.jpg,0,hidup,train,train,hen_f0067,train/scene00541_png_jpg.rf.08289c3abf1d440213bf3b0a97f77a9c.jpg,"[185, 0, 250, 117]",1.0,hen_gt,hen_kandang
hidup/hen_f0069_scene00141_png_jpg.rf.35530e40ffca96f971911a5ae7522542_00.jpg,0,hidup,train,train,hen_f0069,train/scene00141_png_jpg.rf.35530e40ffca96f971911a5ae7522542.jpg,"[206, 7, 320, 254]",1.0,hen_gt,hen_kandang
hidup/hen_f0077_scene00501_png_jpg.rf.05fdf285b745a22626506e966221aaaa_00.jpg,0,hidup,train,train,hen_f0077,train/scene00501_png_jpg.rf.05fdf285b745a22626506e966221aaaa.jpg,"[102, 78, 145, 152]",1.0,hen_gt,hen_kandang
hidup/hen_f0077_scene00501_png_jpg.rf.05fdf285b745a22626506e966221aaaa_01.jpg,0,hidup,train,train,hen_f0077,train/scene00501_png_jpg.rf.05fdf285b745a22626506e966221aaaa.jpg,"[97, 155, 127, 185]",1.0,hen_gt,hen_kandang
hidup/hen_f0077_scene00501_png_jpg.rf.05fdf285b745a22626506e966221aaaa_02.jpg,0,hidup,train,train,hen_f0077,train/scene00501_png_jpg.rf.05fdf285b745a22626506e966221aaaa.jpg,"[95, 253, 122, 320]",1.0,hen_gt,hen_kandang
